text,translated_text,locations
"خلية الازمة في #بيت_الفقس : تعليق صلاة الجمعة https://elsiyasa.com/article/130349
#كورونا #لبنان","The Crisis Cell in #Hate_Hatch: Commentary on Friday prayers https://elsiyasa.com/article/130349
# Corona # Lebanon",بيت الفقس | الحازمية | كور
٥٢٧ اصابة جديدة بفيروس كورونا رفعت العدد التراكمي ل ١٩،٤٨٠ اصابة و ٤ حالات وفاة جديدة #كورونا_لبنان,"527 new cases of Coronavirus, raising the cumulative number to 19,480, and 4 new deaths # Corona_Lebanon",حالات | جديدة غزير | روس | كور | جديدة غزير
"شركات الأدوية مستعدة لإنتاج كميات غير مسبوقة من اللقاحات لكورونا
https://bit.ly/3lJTbBT
#كورونا #كورونا_لبنان
#LBCI #LBCINews #LBCILebanon","Pharmaceutical companies are ready to produce unprecedented quantities of vaccines for Corona
https://bit.ly/3lJTbBT
# Corona # Corona_Lebanon
#LBCI #LBCINews #LBCILebanon",يات | مغيرية | الدوير
"طرائف ايام كورونا
#كورونا
#لبنان
#غزة","Jokes days of Corona
Corona
#Lebanon
#Gaza",ايا | كور
"ما قاله الدكتور جبران قرنعوني في ملف كورونا لبنان خطير جداً ... فمن بتحمّل المسؤولية؟

الضغط على الفيديو للمشاهدة الكاملة

#طوني_خليفة #لبنان #كورونا_لبنان #بيروت

@safer99205767","What Dr. Gebran Qarnouni said in the file of Corona Lebanon is very dangerous ... who is responsible?

Click on the video to watch the full video

#Tony_khalifa # Lebanon # Corona_Lebanon # Beirut

@ david_david",قرنعون | بيروت | البنا | له | كور
"#سؤال   عندما تكون سعيداً ستذهب لمن تحب
وعندما تكون حزيناً ستذهب لمن يحبك .
#هل_تتفق  ؟؟
#نعم #لا #يوم_الجمعة #الحظر_الكلي #صباح_الخير #جمعة_مباركة #كورونا #لبنان #نبض_بيروت","# Question when you are happy going to the one you love
And when you are sad, you will go to those who love you.
#Do you agree ??
# Yes # No # Friday_day # Total ban # Good Morning # Blessed Friday # Corona # Lebanon # Pulse_Beirut",حزين | بيروت | المنصف | المنصف | كور
"اقفال مكاتب مصلحة الاقتصاد في سرايا طرابلس بسبب كورونا
#لبنان
#كورونا","The closure of the offices of the Economy Department in Saraya Tripoli due to Corona
#Lebanon
Corona",طرابلس | مكاتبة | ايا | كور
"لو عملتلنا المملكة السعودية كمامات صغيرة بتكلفة الكمامة الاكبر بالعالم والبالونات والاحتفالات، قديش عدد الارواح يلي كان ممكن ننقذها بلا هالمسخرة؟
#مصطفي_أديب #BeirutBlast #بيروت #بيروت_منكوبة #انفجار_مرفأ_بيروت #انفجار_بيروت #المطار_في_خطر #كورونا #لبنان_منكوب #إلا_رسول_الله","If we had made the Kingdom of Saudi Arabia small masks at the cost of the largest mask in the world, balloons and celebrations, how many lives would we have saved without this mockery?
#Moustafa_Adib #BeirutBlast #Beirut #Beirut_Doomed #Beirut_Port_Beirut_Beirut Explosion #Airport_In_Danger #Corona #Lebanon_Embarrassed",بيروت | بلاط | السويدية | المملحة | مات
كورونا لبنان… ارتفاعٌ متواصل,Corona Lebanon ... a continuous rise,كور | المواصل
"مغارة #جعيتا بانتظاركم من جديد
https://bit.ly/32NMuGa
#كورونا #لبنان","Jeita Cave awaits you again
https://bit.ly/32NMuGa
# Corona # Lebanon",جعيتا | ارة
" for sharing ur experience!!

#كورونا #لبنان_ينتفض #لبنان","for sharing ur experience !!

# Corona # Lebanon_Rising # Lebanon",
"كورونا لبنان... إرتفاعٌ متواصل
https://saidaalyawm.com/news-177234","Corona Lebanon ... a continuous rise
https://saidaalyawm.com/news-177234",البنا | كور
"شو قصتكن يا جماعة !!!!...
ماشيين و عم تبزقوا عبعض ؟؟؟
ارقام الكورونا واصلة لاخر الدني
#كورونا_لبنان","What is your story, folks !!!! ...
Are you walking and spoiling some ???
Corona numbers and a link to the end of the world
# Corona_Lebanon",الدنيبة | قوالة | شيحين
"التقرير اليومي لفيروس كورونا ""كوفيد -19""
التاريخ: الخميس ٣ أيلول 2020
#حركة_أمل
#كورونا_لبنان
#خليك_بالبيت
#وطنك_بيتك
#كورونا","The daily report of the Coronavirus ""Covid-19""
Date: Thursday 3 September 2020
Hope movement
# Corona_Lebanon
#StayHome
Your home is your home
Corona",روس | كور | التامرية | المياس | القرعي
"الصيدلي شفيق الحبَّال يكتشف علاجاً لفيروس كورونا
#لبنان","Pharmacist Shafiq Al-Habbal discovers a treatment for Corona virus
#Lebanon",روس
"#عاجل
فؤاد: نحن في الجبهة نثمن أي خطوة إيجابية ونثمن ما يقوم به الرئيس والحكومة من إجراءات وقائية في الضفة الغربية في ظل فيروس كورونا
#لبنان #يونيوز","#Urgent
Fouad: We at the front value any positive step and we value the preventive measures that the President and the government are taking in the West Bank in light of the Coronavirus
# Lebanon # June",سير الغربية | روس | حارة الرئيس | ثم | بية
"#كورونا_لبنان: تسجيل 588 إصابة جديدة بفيروس #كورونا في #لبنان ليرتفع إجمالي الاصابات الى 18963 إصابة
علما أن الإصابات توزعت بين 582 إصابة من المقيمين و 6 إصابات من الوافدين
#CoronaVirusUpdate
#COVID_19
#coronalebanon","# Corona_Lebanon: 588 new cases of Corona virus were recorded in # Lebanon, bringing the total number to 18,963
Note that the injuries were divided between 582 residents and 6 expatriates
#CoronaVirusUpdate
# COVID_19
#coronalebanon",ببين | جديدة غزير | روس | ابا | علما
"588 حبة كراوية اليوم
#كورونا #لبنان","588 caraway seeds today
# Corona # Lebanon",صاليم | كور
"#Covid_19 cases increase by 588 in #Lebanon along with two deaths. The total is now 18,963 and 179 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان","#Covid_19 cases increase by 588 in #Lebanon along with two deaths. The total is now 18,963 and 179 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان",كور
"فيروس كورونا :
إصابات جديدة : ٥٨٨
العدد الإجمالي : ١٨٩٦٣
مقيمين : ٥٨٢
وافدين : ٦
عدد المصابين حالياً : ١٣٤٤٦
حالات حرجة : ٩٩
وفيات :١٧٩
حالات شفاء : ٥٣٣٨
#كورونا
#كورونا_لبنان
#كورونا_الجديد
#فيروس_كورونا #خليك_بالبيت","Corona Virus :
New infections: 588
Total number: 18963
Residents: 582
Expatriates: 6
Currently, the number of injured: 1,3446
Critical cases: 99
Deaths: 179
Cures: 5338
Corona
# Corona_Lebanon
#New Corona
Corona virus # Stay home",حالات | روس | كور | ابا | جديدة غزير
"Replying to
@sawtlebnan","Replying to
@sawtlebnan",
"#Corona #COVIDー19 Official Numbers in Lebanon till date:(New)
-Tests Done:549,534(8581)
-Confirmed Cases:18,980(588)
-Recovered:5,339(144)
-Death:179(2)
-Active Cases:13,372
-Hospitalized:341
-Moderate:242
-ICU:99
#كورونا #كورونا_لبنان #لبنان
 #StayAtHome
  #COVID2019 #COVID19","#Corona #COVIDー19 Official Numbers in Lebanon till date:(New)
-Tests Done:549,534(8581)
-Confirmed Cases:18,980(588)
-Recovered:5,339(144)
-Death:179(2)
-Active Cases:13,372
-Hospitalized:341
-Moderate:242
-ICU:99
#كورونا #كورونا_لبنان #لبنان
 #StayAtHome
  #COVID2019 #COVID19",
"Thursday, September 3 at 7:39 PM

2 patients have died from COVID-19 increasing the death toll to 179 with 99 other patients in critical condition. #كورونا_لبنان","Thursday, September 3 at 7:39 PM

2 patients have died from COVID-19 increasing the death toll to 179 with 99 other patients in critical condition. #كورونا_لبنان",
"وزارة الصحة اللبنانية تعلن عن إرتفاع عدد الإصابات إلى 18963 بعد تسجيل 588 إصابات جديدة، 582 لمقيمين و 6 وافدين. عدد الفحوصات 8581 فحص.
#كورونا #لبنان #بيروت","The Lebanese Ministry of Health announces an increase in the number of injuries to 18,963, after 588 new injuries were recorded, 582 residents and 6 expatriates. The number of examinations is 8,581.
# Corona # Lebanon # Beirut",بيروت | ارة | عين الصحة | اللبنايا | بعدران
كورونا لبنان... إرتفاعٌ متواصل,Corona Lebanon ... a continuous rise,البنا | كور | المواصل
"كورونا لبنان... إرتفاعٌ متواصل
http://lebanondebate.com/news/496785
@mophleb
 @Hamad_hassan20","Corona Lebanon ... a continuous rise
http://lebanondebate.com/news/496785
@mophleep
 @ Hamadhassan",البنا | كور | المواصل
"وزارة الصحة اللبنانية: تسجيل 588 إصابة جديدة بفيروس #كورونا وحالتي وفاة
https://nbntv.me/?p=258898
#كورونا_لبنان","The Lebanese Ministry of Health: 588 new cases of Coronavirus, and two deaths, were recorded
https://nbntv.me/?p=258898
# Corona_Lebanon",ارة | عين الصحة | اللبنايا | جديدة غزير | روس
"ارتفاع العدد الكلّي للمصابين بفيروس كورونا في القلمون الى ٣٨ اصابة بعد تسجيل حالة جديدة اليوم.
و استقر عدد حالات الشفاء على ٢٥ مع تسجيل وفاة واحدة ليكون العدد الكلّي للحالات الناشطة حتى الساعة في البلدة هو ١٢.
 سلامة قلب الجميع
#الوقاية_ثم_الوقاية_ثم_الوقاية #كورونا #لبنان","The total number of people infected with Coronavirus in Qalamoun increased to 38, after a new case was registered today.
And the number of recoveries stabilized at 25, with one death recorded, so that the total number of active cases up to the hour in the town is 12.
 Everyone's heart is safe
#Prevention_then_prevention_then_prevention #Corona #Lebanon",القلمون | حالات | حتى | كحالة | حالات
"هيدا القلب يللي بعدو عم يدق من تحت الرّكام بعد شهر على تفجير المرفأ، هو قلب بيروت....
يا ولاد الحرااااااااااااااااام
#انفجار_بيروت #كورونا #لبنان_تحت_الاحتلال #بيروت #لبنان","This is the heart, following an enemy that is beating from under the rubble a month after the port was bombed, it is the heart of Beirut ....
Oh sons of Haraaaaaaaam
#Beirut Explosion # Corona # Lebanon_Un Occupation #Beirut #Lebanon",بيروت | تحتى | ولا | بيروت | فنيدق
"مطلوب واحد معه #كورونا لمخالطة ناس مش مصدقين بعد إنو في #كورونا
ولكم الأجر
#كورونا_لبنان","One wanted with him # Corona, for mixing with people who do not believe in # Corona
And you pay
# Corona_Lebanon",نا | بعدران | صديقين | كور | كور
