tweet,hashtags
لا يا اشباه البشر مش رح نسكت ، لا يا احقر الناس مش رح تتهمونا انه عم نستغلها بالسياسة ، لا يا اسفل السافلين مش رح تخلونا ننسى ،البلد بلدنا و الشعب شعبنا و نحنا الضحايا و انتوا المجرمين القاتلين الفاسدين ،انتوا بتخرسوا و بتنطروا مشانقكن #علقوا_المشانق #انا_خط_احمر #لبنان_ينتفض,"['#علقوا_المشانق', '#انا_خط_احمر', '#لبنان_ينتفض']"
حدا سمع شي عن هيئة ادارة الكوارث؟ بس توظف بالمحاصصة موظفين اغبياء بس كلاب للزعماء بتصير المصيبة و بتلاقي دولة عاجزة كليا #الاعدام_لبدري_ضاهر #انا_خط_احمر #انفجار_بيروت #كلن_يعني_كلن #لبنان_ينتفض,"['#الاعدام_لبدري_ضاهر', '#انا_خط_احمر', '#انفجار_بيروت', '#كلن_يعني_كلن', '#لبنان_ينتفض']"
اولا بدكن تخرسوا و تسدوا بوزكن كلكن انتوا مش اكتر من مجرمين وسخين حقيرين ، ثانيا فهمانين غلط مش عم نفكر كيف بدنا نشيلكن عم بنفكر كيف بدنا نعدمكم ، مش رح نقبل بأقل من اعدام كل واحد شارك بالحكم ، ثالثا اليوم و بكرا للحداد على ضحاياكن بس ان غدا لناظره قريب #لبنان_ينتفض #انا_خط_احمر,"['#لبنان_ينتفض', '#انا_خط_احمر']"
صرنا دولة منكوبة مثيرة للشفقة ناطرة المساعدات و عايزينها و خايفين ما توصل لأن المجرمين عديمين الضمير مستعدين حتى لسرقة هالمساعدات #احقر_البشر #بيروت #انفجار_المرفأ #انا_خط_احمر #كلن_يعني_كلن #لبنان_ينتفض,"['#احقر_البشر', '#بيروت', '#انفجار_المرفأ', '#انا_خط_احمر', '#كلن_يعني_كلن', '#لبنان_ينتفض']"
ما بحب استعمل هاللغة بس كل واحد بدو بعد يحكيني عن المؤامرة الاميركية و المشروع الصهيوني يسد بوزو و اذا مش عاجبو ينقبر يترك صفحتي العملاء لاسرائيل هني كل واحد حكمنا من سنين لليوم ... كل واحد و كل حزب و كل زعيم و كل سياسي #انا_خط_احمر #انفجار_بيروت #كلن_يعني_كلن #لبنان_ينتفض,"['#انا_خط_احمر', '#انفجار_بيروت', '#كلن_يعني_كلن', '#لبنان_ينتفض']"
رؤساء العالم و العرب و الحكومات خاطبت الشعب اللبناني ما عدا رئيس جمهوريتنا ، اذا قرفان منا استقيل و بنعيش بلاك ، اقسم بالله العظيم بنقدر نعيش بغيابك اصلا مش حاسين بوجودك . قول شي #انفجار_بيروت #انا_خط_احمر #لبنان_ينتفض,"['#انفجار_بيروت', '#انا_خط_احمر', '#لبنان_ينتفض']"
"اوافق على كل حرف يا سفلة يا مجرمون يا احقر البشر
 https://www.instagram.com/tv/CDekNkopXme/?igshid=149b5x5bzix2k …",[]
الله لا يوفقً بكل نفس يتنفسو كل واحد بعدو بدافع عن هالمجرمين واحد واحد و يللي بدافع عنهم مجرم متلهم و كلهم احقر البشر يا واطيين يا مجرمين يا سفهاء,[]
انتم اسوأ من اسرائيل ، انتم احقر البشر ، انتم مجرمون تقتلوننا من اجل جيوبكم و حساباتكم المصرفية . تسكتوننا بسلاحكم و زعرانكم و كلابكم الاحقر منكن و لكنكم كلكم الى جهنم و بؤس المصير . طلبي واحد الى ربنا ان نشاهدكم و كل من يدافع عنكن تذوقون عذاب في الدنيا قبل الآخرة  #انا_خط_احمر #,['#انا_خط_احمر']
بحس انه يللي عملوا هالحكومة كانوا عم ينظرولنا بخبثنة و عم بقولولنا، مفكرين الحكومات يللي مروا سيئين ؟ شوفوا شو جايبينلكن و جابولنا اوطى حكومة بتاريخ لبنان #انا_خط_احمر #كلن_يعني_كلن #لبنان_ينتفض,"['#انا_خط_احمر', '#كلن_يعني_كلن', '#لبنان_ينتفض']"
نفس الجواب من بداية المجموعة ما دفعنا ليرة على اعلان و بأكدلك ما طلبنا من اي تلفزيون ينشر اعلاناتنا و صراحة تفاجأنا وقت طلبوا بس كمان في اعلانات لغير مجموعات عم تنزل و مجانا و عندي الطلبات منهم و موثقة,[]
اولا المعركة الاساسية مع السلطة و الحاكم اداة رخيصة بس ازاحة النظر من قبل بعض الاحزاب باتجاه المصرف كانت واضحة و اذا بتحب تفوت تشوف اكتر من عشر حملات ضد الحاكم وسليم صفير بال socail media عنا كتير سهلة و السؤال لحضرتك انه الاعتداء على الموظفين و تكسير واجهات مصارف مقفلة وين وصل؟,[]
بأكدلك انه عم نعمل تقييم ذاتي دايما و عم بنجرب نصحح مسارنا دايما,[]
و على فكرة انا ضد الانتخابات المبكرة,[]
اكيد اذا عندي اخطاء في كتير بس الكذب مش واحدة منها و الاعلان بالmtv و الlbc مش بقناة واحدة و ببلاش بس واضح انه لو شفت كل الاثباتات مش رح تغيرلك وجهة نظرك يللي كمان بحترمها بس بتمنى ما تكذبني و بتحب تتفضل لعندي لتاخد كل الاجابات المقنعة و تشوف بنفسك انا جاهز بس كمان بقول ما بهمك,[]
متفقين اكتر من ما بتتصور و لكن الاقتصاد موضوع للنقاش و نحنا خضنا اشرس معركة ضد المصارف و لكننا طالبنا بعدم فش الخلق بموظفي المصارف كونهم متلنا و بالنهاية هدفنا الاسمى واحد,[]
تشكرنك و قلتلك ما بتعرفني و اتهمتني اني منافق كنت بتمنى تقول ليه او تسألني على الاقل بس بالرغم من كل شي بحترم رأيك,[]
اكيد و ممكن اكدلك انه بالمجموعة ارتكبنا اخطاء بس نيتنا واحدة ازاحة كل السلطة و كل يللي شاركوا سابقا بدون اي استثناء,[]
بتشكرك على اخلاقك خاصة انك ما بتعرفني,[]
للاسف رديت,[]
بأكدلك انها مجانية ، نحنا مجموعة ميزانيتها معلنة و هي ١٥ مليون ليرة شهريا وواضحة بنستعمل مكاتبنا الخاصة و بساعدنا عدد من موظفينا المتطوعين . بعض التلفزيونات اللبنانية بتلاقي بعض افلامنا بتوافق وجهة نظرها و بتقوم بعرضها . و اي شخص حابب يتطلع على ميزانيتنا نحنا جاهزين,[]
ما في ضرورة من الاساس تعذبوا حالكن و تعينوا وزير خارجية ، اصلا ما حدا عم يحكي معنا و ما في علاقات خارجية و ولا من يحزنون و ما نركتوا دولة تقلنا مرحبا #انا_خط_احمر #كلن_يعني_كلن #لبنان_ينتفض,"['#انا_خط_احمر', '#كلن_يعني_كلن', '#لبنان_ينتفض']"
تأكيدا لكلام جبران باسيل انه ما خصو بالحكومة #انا_خط_احمر #لبنان_ينتفض pic.twitter.com/HLIijsMMQA,"['#انا_خط_احمر', '#لبنان_ينتفض']"
ولو بقي لوحدو بيربط حاله على الكرسي و بيتفرج على البلد عم يحترق,[]
معلومات عن امكانية استقالة وزيري الطاقة و التربية مع وزير الخارجية #حمد_سكر_البلد #انا_خط_احمر #كلن_يعني_كلن #لبنان_ينتفض,"['#حمد_سكر_البلد', '#انا_خط_احمر', '#كلن_يعني_كلن', '#لبنان_ينتفض']"
ان الثورة تولد من رحم فسادكم و اجرامكم و عنصريتكم و حقارتكم و سفاهتكم و تبعيتكم و خيانتكم ، التي اوصلت شعبا الى الاحزان . بيروت ستقوم لتنزعكم من كهوفكم الى مزبلة التاريخ #انا_خط_احمر #كلن_يعني_كلن #لبنان #لبنان_ينتفض,"['#انا_خط_احمر', '#كلن_يعني_كلن', '#لبنان', '#لبنان_ينتفض']"
بشرفكن وقفوا دعوات لتواقيع على عريضة و webinars و وقفات على البلكونات و حفلات و دعوات و فزلكات و ندب ، يا خلينا ننزل نعمل  ثورة متل البشر نقلب البلد يا خلينا نسد بوزنا و نقعد بالبيت ناطرين آخرتنا بس على الاقل مرتاحين من فلسفات فاضية #انا_خط_احمر #كلن_يعني_كلن #لبنان_ينتفض,"['#انا_خط_احمر', '#كلن_يعني_كلن', '#لبنان_ينتفض']"
صار هدفي بالحياة اعرف مين بيسألوا و مع مين بيحكوا و هني مين ؟ #انا_خط_احمر #لبنان_ينتفض pic.twitter.com/i4HFJcRPIl,"['#انا_خط_احمر', '#لبنان_ينتفض']"
بلشنا نروح شرقا وقت بلشنا نلغي جمل من اغانينا الوطنية #أنا_خط_أحمر #كلن_يعني_كلن #لبنان_ينتفض,"['#أنا_خط_أحمر', '#كلن_يعني_كلن', '#لبنان_ينتفض']"
من مية سنة ، قبل اعلان لبنان الكبير ،اجتاحت اعداد هائلة من الجراد لينان و سببت مجاعة كبيرة . و يعيد التاريخ نفسه بس بعدد من الجراد لا يتجاوز عدد اصابع اليدين #أنا_خط_أحمر #كلن_يعني_كلن #لبنان #لبنان_ينتفض,"['#أنا_خط_أحمر', '#كلن_يعني_كلن', '#لبنان', '#لبنان_ينتفض']"
اليوم بعيد الجيش بحب أكد على مسؤولياته بحماية الحدود ،و حماية الدستور و السلم الاهلي و حماية سلطة الشعب و منع اختطاف البلد بالقوة و حماية لبنان من الاعداء ، كل الاعداء ، و حماية حريتي كمواطن لبناني ،و مجددا تنفيذ الدستور ولو  بالقوة #الجيش_اللبناني #أنا_خط_أحمر #لبنان_ينتفض,"['#الجيش_اللبناني', '#أنا_خط_أحمر', '#لبنان_ينتفض']"
